text,Sentiment
ملاحظة في محلها لابد ماتتكرر في المباراة القادمة .. شكر احمد الحربي,0
ركعه في جوف الليل قد تيسر لك الكثير من أمور حياتك المتعسره,0
أصدق يقين ، وأوثق ثقة، وأعظم تفاؤل وأدوم طمأنينة ، واسعد لحظات ، وأقوى ثبات وأعذب كلمات . هي ? في الدعاء ومناجاة ا…,0
أ??? ????? ??? ??? ????? ?أختا? أ??? ??? ?????? ????? ?????? ??? ???? ?? ????,0
اطفال التويتر موتوا الايموجي صار تقليد اول مره اعرف مريضة مره مثيرة للشفقة,0
ماهذا ي هذا م عرفتك اليوم هه يسعد صباحكك يارب,0
مقلب جامد,0
علميني من خذاني مني كلي ،، غير عينك ياغلا قلبه ضنينك ليتني عايش سنينك عيش دايم في عيوني بين احضاني وجفوني…,0
تعديل.. يوم لك ويوم عليك و5 أيام تتشمت فيك. مشكلة اللي مواصل سهر و مافيه نوم و جوعان و يجيب حكم,0
هو انا رايح الدوام انام,0
مبروك الفوز وصداره بس,0
شوفوا السويلم وين وصلهم,0
الاهلي لعبة #الهلال لأكثر من عام وهذا سبب تحول إعلامه لدعم منافسين الهلال في كل موسم اهم شي ما يأخذ الهلال…,0
ما تشيب الاماني لو تخيب الظنون وما تضيق الحياة وعند ربي سعه,0
يعني ع بالكم محمد بن سلمان بيقطع سعود ولعاد يكلمه,0
حسين خوجلي بعد م سمع البيان,0
ياصباح الرضا,0
احبك يمه والله يخليها لي,0
أبي .. جنتي .. نور عيني ربي يديمك تاج فوق راسي,0
موفقين باذن الله,0
مطر و ساعة استجابة تهادوا الدعاء حبا,0
واضح ابناء تعب قلبي + صباح الخير ي الخفوق,0
للحين احبك رغم اني منكسره على بعدك والله اني ماقويت علمني شلون اجيك بلا عذر واقولك كم مره بغيابك بكيت,0
عودوا أنفسكم أن تكون أيامكم: احترام، إنسانية، إحسان، تسامح ، تفاهم. فالبصمة الجميلة تبقى وإن غاب صاحبها. .. صباح الخير,0
كل سنه وانت طيب يا مكهرب,0
تثور الشعوب من أجل الحرية والكرامة والعدالة وتسيل الدماء ثم تطمع الجيوش في الحصاد !! هكذا دون حق دون حياء,0
وعليكم السلام ورحمة الله وبركاته ، الزوج موجود نعتذر,0
اللهم إني أعوذ بك من جهد البلاء . ودرك الشقاء . وسوء القضاء . وشماتة الأعداء,0
الغيبة عند الإخوان المسلمين فضيلة الشيخ الدكتور : حمد بن عبدالعزيز العتيق حفظه الله,0
أداء فور ايفر يونق في كوتشيلا - ابريل,0
وحين يسألونك عن جهاد النفس الحقيقي أخبرهم أن أصدق جهاد هو قدرتك على أن تجعل هذا القلب نقيا ،، صالحا للحياة الآدمي,0
ماعليك ساهر موجود وكل شي ي بعدي محسوب وجميع من قفل حسابه احب أقوله يوزرك معروف وتفاعلك,0
اعتزل افضل,0
السحب الليلة على الايفون .. رتويت للمرفقة وطبق الشروط,0
"أسألك اللهم في كل يوم جديد زدته في حياتنا ؛ أن تزيدنا معه إيمانا ؛ و رزقا ؛ و سعادة ؛ و توفيقا""",0
اللهم صل وسلم وبارك على نبينا محمد وعلى آله وصحبه أجمعين,0
نخلة في الجنة: سبحان الله العظيم وبحمده,0
بونجور يا قلبي,0
ا إله إلا الله العظيم الحليم، لا إله إلا الله رب العرش العظيم، لا إله إلا الله رب السماوات ورب الأرض ورب العرش الكريم,0
لا للتعصب الرياضي.. كلنا عيال سلمان,0
صباح الخير والنوير,0
السحب الليلة على الايفون .. رتويت للمرفقة وطبق الشروط,0
جماهير الهلال تردد اهزوجة الاتحاد بعد فوزهم على الاهلي,0
كالعاده التوقيع باسم : السودان باسمنا كلنا.. ناخذ لحظه ونترحم فيها على شهدائن,0
بسبب سوء الظن : كرهنا بعضنا وقل لقاؤنا وقطعنا رحمنا فسلوا الله حسن الظن بالناس فيه راحة للقلب ,0
الصباح اللي على صوتك بدا هو صباح الخير والباقي كلام,0
كلام مال انته ميه ميه,0
وبطلابها أيضا .. وذلك من لطفك,0
آللهم إني أسألك من الخير كله ..عاجله وآجله ، ما علمت منه وما لم أعلم،،وأعوذ بك من الشر كله ..عاجله وآجله، ما علمت منه وما لم أعلم,0
اتحداكم تعرفون اسمه الحقيقي,0
ولو بشرب مش هعرف,0
صفات الأبطال الخارجين الرجل المطاط,0
ان شاء الله عقبا لدوري المناطق,0
يا حظ حقون المسابقات ومشاهير تويتر .. دايم الناس تسلك لهم وتضحك على سوالفهم البيض,0
يا عاشق الصبح هذا الصبح قد عادا .. فانهض له واجعل الأوراد ميعادا .. وانشر على راحتيه ألف ..تحيه بصب,0
ما أسهل أن ينسى الإنسان اللحظات الجميلة التي قضاها مع الشخص الصادق الودود الذي لم يكن منافقا ولا كاذبا ولا لعوبا كغ,0
"ألطف ما قيل في الإشتياق ""مو ضروري إني أقولك.. قد أيه أنت واحشني.. والغياب مهما يطول بك.. عمره ما يبعدك عني""",0
شوي تركيز حنى هنا نتكلم عن الستريش مانتكلم عن نظام الهلث,0
تأمل في الحياة ترى أمورا ستعجب إن بدا لك كيف كانت فكم من كربة أبكت عيونا فهونها الكريم لنا فهانت وكم من حاجة,0
من دم وايل توزعنا على كل دار شيوخ في نجد وشيوخ على الرافدين قوم نحب الفخر والعز والأنتصار ياناخذ الطايله ولا نموت,0
صباح النور والسرور,0
قربنا لخط النهاية,0
يتحدثون عن اخلاق حسين ونجوم فرقهم نهاياتهم الرياضية أليمة ومخجلة نختلف ونتفق حول حسين ولكن المؤكد أن صحيفته الأخلاق,0
"كبيير ياخالد صح الله لسانك نص فخم "" ينعاش و ينحس "" مش للقراءه فقط مبدع ومتميز في جميع مجالاتك""",0
حتى انا والله كان لذيذ,0
حياك الله بين ربعك واخوانك وسيدني كلها تحت أمرك,0
خاطرة جميلة جدآ,0
اللهم إن لك عبادا ينتظرون فرجا قريبا فبشرهم، وعبادا يسألونك الشفاء فاشفهم، وعبادا يرجون نصرك ورحمتك فانصرهم وارحمهم يا أرحم الراحمين,0
يتحدثون عن اخلاق حسين ونجوم فرقهم نهاياتهم الرياضية أليمة ومخجلة نختلف ونتفق حول حسين ولكن المؤكد أن صحيفته الأخلاق,0
لالا عااد ولدنا دكتور قد الدنياا,0
هه نحب اللون الاصفر ولو كنا هلاليين,0
ون ذا ناين يرتدون ملابس بيضاء وخضراء اليوم,0
الحمد لله .. كانت مباراه صعبه ولكن بتوفيق الله ثم دعمكم تجاوزنا المباراه,0
يارب انصرنا,0
قاعده تمطر عندنا,0
نادي الدلال اخذكم رايح جاي,0
دآئما كن محآطا ب آلآمل .. في حيآتك لتستمر بكل قوه وثبآت,0
صباح الجمال كله,0
شهور و يوم تعال خذ الزرقاء من فريق التماسيح,0
ومهما كانت الدنيا معاك احلى اكيد احلى,0
هادي بية صباحك جميل بإذن الله,0
مفيش حاجه اسمها مستحيل ما دمنا نتنفس يبقي الامل قائم والحلم مباح,0
إني أسألك العفو والعافية في الدنيا والآخرة,0
اللهم أمطر على الفقراء رزقا اللهم أمطر على المرضى عافية اللهم أمطر على العاصيين هداية اللهم أمطر على المستغ…,0
على راسي وعيني والله عساني مااخلا منكم,0
"الحمد لله الذي أنعم علينا بعمر جديد ويوم جديد نعيشه""اللهم اجعلنا من الشاكرين""",0
اصبحنا واصبح الملك لله .. اذكاركم,0
في وجودك ياحياتي لي حياه,0
هذي الاعاقه المتعمده من قوميز ليش ما اخذ عليها كرت اصفر ؟,0
اذكار المساء,0
جمييل المشهد حلو انه من غوشو يعني ممكن نشوف الموضوع بالمانجا دايم إضافات غوشو بالأفلام تكون حلوه,0
هه انا اللي وراك,0
الناس صارت فاهمة ان التلفزيون العربي فرع لقناة الجزيرة ,0
الطاعة تجلب للعبد بركات كل شيء، والمعصية تمحق عنه كل بركة,0
ألطف صورة ممكن تعبر عن رمضان,0
اترك أمورك بين يدي الله وثق بأنه لن يضيعك,0
ياترا صباحك يفتح لورد اكيد نرجس ويسمين,0
حسبي الله لا إله إلا هو عليه توكلت وهو رب العرش العظيم.. دائما وأبدا إجعل توكلك على الله,0
لا أراك ولگني ألقآك .. فرؤية العين رؤية و رؤية القلب لقآء,0
صاير حلو بالصورة,0
في صغرنا كانو النصراويه يتهمون #الهلال بانه نادي يفوز بالغش التحكيمي وعندما كبرنا ووعينا الامور وجدناها فقط اكذوبه,0
يازينها دايم ,0
معرفش فى ايه بس كبرى دماغك واللى عنده حاجه وصادق فيها يجى يقولهالك ف وشك غير كده يبقا كبرى دماغك وم,0
ان شاء الله والف الف مبروك,0
كان نفسي ازعل زيكوا ان هدوم الصيف مش داخله فيا بس انا مهما باكل مبتخنش,0
بالصبر تفتح أبواب السعادة وبالشكر تدوم النعم وبذكر الله تطمئن القلوب. جعلنا الله وإياكم من الذاكرين ,0
كل فرحة تصنعها لغيرك ، ستعود لك ، و هي أجمل,0
شعاع الشمس لو أنه يشق السور ، أنا أحسه ظلام إن ماشرق وجهك,0
رموش وبرقع,0
يوم الجمعه اجازه وراحه من الرتويت الاجباري والتبادل ودي بين الاعضاء,0
بس تدري كل طقه عقبها ، ، تعلميه ذكرياتك خلف ظهري والسعد قدامي,0
يجب على الكل انصافه ضد الأهلي .. كان نجم فوق العادة,0
يارب إني أحببته كحب نفسي ، يارب فاحفظه لي ولا تريني مكروها فيه,0
حينما تكون منزعجا..من واجب صديقك الصدوق احتضانك رغما عن انفك,0
من قبل مااطلع من التويتر واخليك ياما نصحتك وماسمعت النصيحه مادام بعت الي يحبك ويغليك خلك مع المتر,0
من أوجدك من العدم لن يعجزه ما تكنه في صدرك حدث ربك بيقين يعطيك فوق ما تسأله,0
إنتبه أن ترمي حديثا لا يزول أثره بسهولة ، وتبقى تلك الندبة بقلب أحدهم,0
لست مثالي ! لكني لم اؤذي أحدا ، نعم يوجد بداخلي جزء سيء لكني لا أنقض عهدا ولا أخون وعدا ولا أستطيع أن أرى الكسر في عين أحد ,0
جماهير الهلال تردد نشيد #الاتحاد بعد مباراه الاهلي بالجوهرة مساء يوم أمس,0
أما العبودية .. فستبقى عبودية، وان طلت وجهها، وغيرت ملابسها. العبودية تظل عبودية حتى وان دعت نفسها,0
هكذا احتفل زوجين من طيور اللقالق بعد نزول أول بيضة لهما في العش,0
لا خلاص تفرمت ،، اشوى تعدل نومي يبيلي اذبح ذبيحه,0
لا يمكن أن تكون القراءة هواية، كيف لشيء يكسبك معنى الإنسانية، ويطورك معرفيا، ويهذبك وجدانيا، ويعرفك با…,0
ماشيا معاكم حلاوة الحظ والحكام ,0
وش_يقول_الليل الليل ما يتكلم,0
يالله يارب على الجمال,0
الحمدلله على نعمة الاسلام,0
أنت الأبد أنت اللي ما بعدك أحد,0
صباح التربع على عرش الصداره بإذن الله صباح الفخر و العظمه يا أمة النصر صباح التفاؤل و بأن الله معنا ,0
مشلاه على قلت الأدب .. باين ساحرتك,0
كثري من الإستغفار وذكر الله والدعاء كثري على قد ماتقدري إن شاء الله تكونو في حفظ الله,0
احنا الأصل و الباقي تلاميذ فالفصل,0
كنت أعتقد أني حذق وصاحب نظره ثاقبه وأستطيع أميز المبدعين من اول نظرة لكن طلع ماعندي سالفه وطلع مبدعنا…,0
بكل مكان مو بس الاسواق,0
وش الهدف السياسي من تقبيل البابا أقدام زعماء جنوب السودان؟ وبعدين بعيد عن ديانته شكله مستفز وهو ينحني تحت رجولهم إن…,0
 الناس لا يتحدثون عن الأشياء كما هي، بل كما يريدونها  عبد الله القصيمي رحمه الله,0
طفش تعالو سولفو دي ام,0
اخت جارة لي بتقولي مبادرة الرئيس السيسي #حياة_كريمة ذهبوا لحد منزلها وسالوها مطلقة او زوجك متوفي قالتلهم زوجي متو…,0
طيب دام لحمك رخيص تخلين بريال,0
مني هانم صباح الفل والهنا,0
وجهك صباحه نور وجمال وخير,0
يا رب لك الحمد كما ينبغي لجلال وجهك وعظيم سلطانك — الحمدلله,0
اوك بعزف لك,0
يسعد صباحك ياارب,0
الله على الشفافية وعدم المجاملة,0
اللھم بگ أصبحنا و بگ أمسينا و بگ نحيا و بگ نموت و إليگ النشور اللھم بگ أصبحنا ف إجعل صباحنا مشرق…,0
ااه هاي زووق وبتسهل علينا الحياة كثير,0
خذ دقيقة من وقتك وقل سبحان الله والحمد لله ولا إله إلا الله والله أكبر ولآحول ولا قوة إلا بالله كن سببا في تذكير الكثيرين بذكر الله,0
لا تخبي داخلك شي ما تقدر عليه ، حاول إنك تحزن شوي و تسولف شوي,0
أنتي لي نبضا أنيقا مرهفا ملهما ،، وهم لا يشعرون,0
هاشتاق أداء بلاك بينك في كوتشيلا في المركز الرابع حول العالم - ابريل,0
على ضوء الصباح خذ من أذكارك حياة,0
يسعد صباحك ولاء,0
انصرنا يارب يااعاالي,0
محمد يوم يغني مذهلة بالرياض وعباس يوم يغني زاهية اكيد كانوا يقصدون الرياض بوقت المطر,0
بعشق رب حياة الفصاوة,0
شتقت لك .. معقول ماتشتاق لي السحب جنوب شرق #المدينة_المنورة عصر اليوم الخميس مافيه اجمل من المطر ,0
هذا المتابع حذف حسابي من عنده ربارح واكثر واحد مستغرب من تصرفه الغير مبرر وهو متابع من زماان,0
تنام فيحب أن تقوم تصلي بين يديه ، فيرسل ريحا هادئة تحرك نافذتك ، أو طفلا من أسرتك يمر ويحدث ضوضاء بجوار غرفتك,0
الاتحاد_النصر يارب فوز اتحادي اللهم انه لا يعجزك شي فاكتب للاتحاد فوز ي رب,0
اختلافي مع الأخ كان واضح وفي نقطه معينه ،واشارتي للتنوع كذلك واضح ولا يمكن أن أقبل ما تم تفسيرها به,0
ماقصرتوا يعطيكم العافيه واقولكم ودنا نعطيكم العربيه بس اخاف ماتبيضون الوجه قدام العربان,0
"إن #الاكتئاب هو أبغض تجربة مررتُ بها على الإطلاق، إنه انعدام تصور الشعور بالسعادة مرة أخرى، وأيضا غياب الأمل كُلياً ، إنه الشعور بالموت، إنه مُختلف تمامًا عن الشعور بالحُزن.""   ",1
بالوقت اللي المفروض اكون فيه بقمة سعادتي .. ألقى نفسي بس اطالع بعيوني يمين ويسار و اضحك جذب مو من قلبي,1
من أقوي أسباب #الاكتئاب،إنك تنام و مفيش حاجة تصحي علشانها. ,1
يبدو أن #الاكتئاب لامفر منه.,1
يارب هون علي ثقل وألم الأقدار والأيام,1
"اقسى انواع الصبر .. قدرتك على الاستمرار في الحالة التي ""لا تريدها""",1
"لم تعد هناك رهبةٌ وخوف منك يا موت إنني أتألم كل يوم كم اتمنى ان أنتهي مع إنتهاء هذا اليوم كم أتمنى أن انام ولا أستيقظ ابدًا بحثت كَثيرًا عن مخرجٍ من هذا العالَم فلَم أجد سوا الموت 
أريد نَفي نفسي للأبد",1
ياربي متى بتعافى من #الاكتئاب,1
كل شيء يسير بعكس ما كنت أحلم.,1
لقد قتلني همي في هذه الحياه ، لقد سقطت في بئر بلا قاع ، احترقت من شده التفكير ، تشوه عقلي ، وغرقت عيني من ذرفها ، وانقطعت شفاهي من شده الندم ، ونكسرت عظامي من شده الحمل، لم اعد اهتم ان اتتني المنيه ، لايوجد شيء لاخسره ، لقد خسرت نفسي بالفعل .,1
"""#الاكتئاب ليس مزحة، فقد ترى شخصًا يبتسم، ولكنهُ من الداخل، روحٌ ميته.""",1
"جالسه اتذكر أسوا ايام حياتي , جرحت نفسي بالموس للحين في الأثر بيدي , الايام الصعبه اللي مريت فيهن , النفسيه التعبانه بحالها شيء ما لا يطاق , وعااااانيت من اشياء كثثيييره",1
"من امنياتي 2019 اكون من ضمن "" قائمه المنتحرين""",1
خلاص تعبت من التفكير ومن كل حاجه .. ,1
حتى صوتي تغير من الحزن، ونفسيتي تعبانه جدًا😔.. دائما بشهر ١١ بنهايته ع اول شهر ١٢ بتعب مممرررررااا.,1
ياربي انا مدري وين القاها من نفسيتي الخايسه ولا من تخصصي ولا من الطبيب,1
جد المرض النفسي متعب جدًا يخليك تتمنى الموت,1
لا أحد يهتم...,1
"انا مُتعبه يالله ، مُتعبه من كوني وحيده، فـِ الطريق كـ عصفور ف المطر ، تعبت من عدم وجود رفيق أكون معهُ ليُخبرني إلي اين نذهب ومن اين نأتي ولماذا ، فـِ الغالب تعبت من البشر وكونهم قبيحون مع بعضهم ،تعبت من كل الالام التي اشعر بها وأسمع عنها ف العالم""",1
يا ربيه متى اموت وارتاح.,1
احسد الموتى ارتاحوا من الدنيا وراحوا لارحم الراحمين بدال هالدنيا العذاب.,1
يارب عجل بيومي,1
المكتئب يدرك جيداً انه لا خلاص من الاكتئاب وان الوسيلة الوحيدة هي الموت.,1
من هي سارة، ليش عايشة، ليش قلقة، ليش التفكير مايوقف، ليش الموت ماياخد روحي فجأة وارتاح من ذا العذاب.,1
من أسوء الأمور التي تواجه الشخص المكتئب انه غير قادر على إخبار الاخرين  من أين يأتي الألم، وهذه مسألة صعبة بالتأكيد وفى غاية القسوة,1
لا أستطيع تخليص نفسي من الشعور بأنني لستُ في المكان المُناسب,1
الذكريات تجري في مجرى دمي،لا يمكنني النسيان فأنا لا أنسى شيئاً،اتمنى لو انني استطيع نسيان كل ما حصل لي الان وفي الماضي،اريد أن امحي ذاكرتي أو أبدلها بذاكره بيضاء لا يوجد لاماضي ولا حاضر لا يوجد شيئ فارغه تماماً,1
"نحن لا نريد التخلص من أنفسنا او الانتحار، بل نريد التخلص من "" المشاعر والذكريات التي بداخلنا؛ أشياء بداخلي ""غير مفهومه ومزعجه ""لا تجعلنا بخير وقد يتطور الأمر ويجعلك تفكر بالانتحار أو ان تلبس قناع جديد أو ان تفعل اشياء تجدُها غريبة ولكنها الحل المناسب لك في هذا العالم #الاكتئاب",1
كُلنا لديه مشاكل ، احزان ، هموم ، ولكنها تختلف بالقساوةِ من شخص لأخر ، اما بالنسبه لي تعرضت بما فيه الكفايه ولكن هي لا تشعر بأنها أعطتني الشيء الكافي. #الاكتئاب,1
لم يرهقني شيء كما فعلت أفكاري..,1
تعبت اكذبّ على نفسي واقول انها فترة وتعدي هالفترة هدت حيلي وجداً.,1
الشخص المكتئب لن يعالج نفسه بنفسه ولا يستطيع التخلص من الإكتئاب بمفرده فـ حاولوا تساعدون أي شخص يطلب منكم المساعدة لأنه في هذي الحالة مثل الغريق الذي لايعرف السباحة .#الاكتئاب ,1
وفي آلساعه المتأخرة من الليل حين ينطفئ نور غرفتك وتبقى وحيداً تحدّق في المجهول وفي خلال دقائق تكون قد وقعت في فخ عقلك وجعلت من نفسك ضحيه لأفكارك السوداء تتذكر كل ما مررت به من هزائم وكل ما تسبب في إحباطك لهذا الحد وتظل تفكر لوحدك لساعات وأخيراً تدرك الحقيقة المطلقة في هذا الأمر..,1
مش مقتنعه انو فيه ايام حلوه جايه حاسه انو الايام الحلوه صارت بالماضي وخلاص.,1
"ليس هناك مرض يقتل جسدك اكثر من ""الحزن والتفكير الزائد """,1
لستُ بخير ياصديقي لقد فشلت كل محاولاتي ، أنا أتألم من جديد.,1
مُصابه بالأرق ، لا أستطيع النوم فأنا لا اتوقف عن التفكير ، رغم هدوئي إلا اني مزّعج من الداخل ، كم هو مضحك انني اعلنت السلام لهم وأقمت الحرب داخلي فقط كي لا ينزعج غيري ، انا لا اقاتل الا نفسي فلا زلت في انتظار اللآ شيء ان يأتي.,1
لم ابحث عن الكآبة يوماً ، ولكن الإفراط بالأمل هو من ألقى بي إلى تلك الزاوية المظلمه ...,1
أتمنى أن يرتاح عقلي من كل الأفكـار السيئة والمعقدة التي أُجبرت على أن أتعايش معها، أتمنى أن ينشرح صدري من كل الضيق الذي بداخله، أتمنى أن لا يظهر تعبي وإرهـاقي على ملامح وجهي، أو يُظلل التعب تحت عينيّ، أتمنى أن أنام الليل دون أن أبكي لأني عاجز عن حل مشاكلي. فمتى تتحق أمنياتي؟,1
أنا مُتعب جدًا يا صديقي، ومُثقل بالأفكار والذكريات، وكأني أحمل هم الكون كُله فوق قلبي، بداخلي ضجيج لا أجيد ترجمته في الكلمات، وهذا أيضًا يؤلمني كثيرًا، أشعر برغبة عارمة في الصمت، وأفتقد القدرة على الحديث.,1
الحقيقة؛ لا شَيْء يدوم إلى الأبد! لن تتوقف الحياة إن كُنت بِلا أصدقاء و ستستمر حتّى بدونك، الوحدة ليست مُثيرة للشفقة، أنت وُلدت وحيد و ستموت وحيد، الأحزان ستتوسط روحك بين الأحباب و لن تدوم السعادة بالقرب منهم، العالم قبيح جدًا أيضًا، و هُنالك سقوط لن يُحرك قدميك لتنهض.,1
قيمة الوحدة تتوقف على ما إذا كان الفرد يستطيع العثور على العزلة الداخلية,1
انا مُتعبه يالله ، مُتعبه من كوني وحيده، فـِ الطريق كـ عصفور ف المطر ، تعبت من عدم وجود رفيق أكون معهُ ليُخبرني إلي اين نذهب ومن اين نأتي ولماذا ، فـِ الغالب تعبت من البشر وكونهم قبيحون مع بعضهم ،تعبت من كل الالام التي اشعر بها وأسمع عنها ف العالم,1
حياتي ليست جيده كما تظن .. أنا املك الجنون والحماقة ، املك الحظ العاثر ، املك كل شيء يمكن ان يقود المرء للإنتحار بأبشع الطرق.,1
أمضي من فشل لآخر، لا أنام بشكل كاف، وأحياناً أمر بفترات من اليَأس العظيم. أنا أقتل الوقت، أذهب للعشاء مع مجموعة من الناس، فقط لأجد نفسي أشعر بوحدة أكبر بعدها، لكن على الأقل أكون قَد هربت من المنزل، ومن نفسي لبضع ساعات. أحاول أن اكافِح..,1
، لكن أحياناً يصّعب جدًا علي أن أستمر ، وسبق ان تحطمت مرارًا وتكرارًا..,1
أتعلم ياعزيزي أصبحت كسولاً جداً لا أبالي لشيء، ليأتي من يأتي وليرحل من يرحل،لاشيء سيدوم، حتى تلگ الامنيية لا تتحقق وكأنني ارسلها لرقم خاطىء أنا محطم وسيء من الداخل لا شييء يحدث كما أريده، لا شيء يبقيني على متن الحياه،خيباتي متتالية وارتطامي بالقاع وتبعثري وهشاشة قوتي,1
بكيت على حالتي الميؤوس منها، على معاناتي التي ليس لها علاج، وعلى قسوة الناس ووحدتي.,1
ﻣﻦ ﺍﻟﻤﺆﺳﻒ ﺃﻧّﻪ ﻟﻢ ﻳﻌﺪ ﻫﻨﺎﻙ ﺷﺨﺼًﺎ ﻧﺬﻫﺐ ﺇﻟﻴﻪ ﻋﻨﺪﻣﺎ ﻻ ﻧﻌﻮﺩ ﻧﻌﺮﻑ ﺇﻟﻰ ﺃﻳﻦ ﻧﺘﻮّﺟﻪ لا أحد سيعرف إلى أي مدى أنت تتعب،فظاهرك منظم وتفاصيلك الهادئة لاتشير بمقدار التعب الذي تضمره ، ولأنك تبتسم كثيراً لن يشعر بك أحد,1
ماشفت مثل قوتي بخفي اكتئابي وحزني واواسي الناس على #الاكتئاب الي فيهم وانا بتفرج ماحدا حولي ولا بيسأل عني حيه ميته,1
متعبة يالله وكأن السماء بثقلها انطبقت على صدري امسح على قلبيّ، حين ابكي، حين احزن اجعلنِي قوية بك يالله,1
حتى حُزني لم يكن حُزنًا بالطريقة المعتادة ، لم أبحث عن كتف لأبكي عليه ولا أذن لتسمعني ، كنت أتوسل للعالم أن يتركني وشأني فحّسب، ولكنني غارق، وأعلم بإنني استهلكت مفردة الغرق حتى أن النجاة بدأت تسلُك طريقها نحوي برجاءٍ من الغرق ذاته,1
أصبحت خاوياً يا الله، خاوياً حتى أصبح الطفوّ يرفضني، كأن كل الثقوب التي سددتها فيّ أُعيد ثقبها.. لمَ لا ينصفني هذا الموج العاتيّ الرقيق في آن؟ لمَ لا استدلّ بنجمٍ أو بوصلة روح لمنارة الحياة؟ لمَ كان هذا العتيم طويلًا كليالي الشتاء,1
"حرفيًا,يوميًا بصحى على حزن واكتئاب شديد وضيقه صدر,المشكله انا فتاةصامته يعني بفكر بالانتحار وطرقها وبآخر لحظه أوقف,كل سألني الطبيب كيفك يا مواهب؟بخير الحمدلله وانا مش بخير ابدًا كل الحياةفوق راسي من دراسه من هم واكتئاب ومن الحلم اللي ماتحقق الى الان وغيره,مدري متى بضل على هالحال",1
عندما يصيبنا التعب ، تعود الأفكار التي هزمناها منذ وقت طويل للهجوم علينا مجددًا.,1
نم كثيرًا،  عشر ساعات، خمسة عشر ساعة، نم بأكثر مايمكنك نومه، أمامك يوم طويل كئيب وحيد بائس، مليء بكل ماقد يصيبك بالندم لكونك استيقظت,1
بينما انا لا اظهر شيئاً مما بي، انت تظنني لا اشعر، بينما انا احتضر بلا صوت وبلا شعور انت تظنني الهو، فقد اهلكتني الحياة، من فرط التفكير اصبح عقلي في فوضى عارمه، ومن فرط البكاء جفت الدموع ، ومن فرط الوحدة اصبح الصمت هو صديقي الوحيد,1
"قد يصيبك شيء أعمق من #الاكتئاب شعور لا تعرف ماهو همّه و ما نهايته فقط تصارع تصارع تصارع تصارع و لا تدري متى لحظة الشفاء و لكن بِك صوت آخر يردد لك دومًا كي لا تستسلم، أنت تستطيع، ستتخطى، ستعود كما كُنت أو ربما أفضل مما كُنت فقط تحلَّ بالصبر""!",1
و تشعر من فرط الحزن انك تريد البكاء و لا تبكي، تريد ان تشرح لأحدهم مدي حزنك و اكتئابك لكنك تصمت، لا ترغب في الوحده لكنك تأذيت من اقرب الناس إليك، تشعر بأنك تُريد الهروب من نَفسك و من افكارك و ذكرياتك، تشعر بقلبك الذي ينبض حزنًا و وجعًا لكنك لا تعلم كيف تعالجه.#الاكتئاب,1
داخلي حُطام وهدوء مدينة مهجورة بعد حربٍ طاحنة لا يتحرك فيها سوى رماد النيران ودُخان الإنفجارات،داخلي لا يبدو كخارجي مطلقاً.,1
ليس هناك شيء مثير للكتابة عن #الاكتئاب  سوى انني هُلكت وفي كل يوم يزداد تعبي اشعر بالعدم وكاني لم اعد قادر على تحمل ما يحصل مرضت وفي كل يوم تسوء حالتي مؤلم التعب ومهلك ان تتعب فوق تعبك وتشعر بعدم قدرتك على التنفس,1
كأنك ميت تحاول النجاة من الحياة بموتك وانت تخرج من قبرك وانت لازلت تحول التكتم..,1
شو الحل مع #الاكتئاب الشديد ؟ تعبني والله كثيييير .,1
لم يلاحظ احدًا ممن حولي أني بدأت أشعر بالوهن وعدم القدرة على النهوض ومواجهة كل هذه الأيام، لِمَ لا يلاحظ احدًا أني بدأت انتهي من الداخل بالفعل,1
"حرفيًا افكاري مسيطره علي "" تجبرني بفكر بالانتحار.",1
أُريد أن يتوقف كُل هذا القلق، أن يعود عقلي هأدئ كَما كان,1
مهما حاولت مُجتازً #اكتئابك و #حزنك تقع في لحظة تفكير تصيبك بالاحباط في انك مهما حاولت صانعً لن تتقدم خطوة اصبحت الحياة مُملة لان يومك يتكرر في كل يوم ليس هنالك مخرج لهذه الحياة في كل مرة تحاول التحرك تشعر بسلاسل ملتفه حول عنقك #الاكتئاب,1
لست بخير يا الله، إنه لأمرٌ مرهق أن يبدو كل شيء على ما يرام، بينما يتفتت قلبي من #الاكتئاب والحزن ، لست بخير، فلم يعُد بوسعي المعاتبة والافصاح عن حزني وقلقي.. وهذا يقتلني.,1
لا أريد إلا شيئًا واحدًا يارب، شيئًا لا يُعجزك، أُريد الأمان في داخلي، الأمان فقط يا إلهي، الأمان من الحُزن، والخذلان، ووحشة الوحدة والشك، الأمان من العثرات التي استهلكت عمري، الأمان من نفسي، فنفسي هذه هي أكثر ما أخشاه,1
أنت لا تفهم ، هذا المكان لم يعد مناسبا لي، فكرة الانتحار تراودني كل ليلة، الاكتئاب يدمرني، أنا أنهار ببطء ولا يد لي في ذلك. #الاكتئاب #اكتئاب,1
 #الاكتئاب يستوطن قلبي.. -لطفك يارب,1
لا أستطيع أن أعبر لك عن مدى إرهاقي.. ليس إرهاقًا يمكنني علاجه بالنوم في ليلة هادئة، ولكنه الإرهاق الذي أقصده صار جزءًا مني، يشبه الصبغة التي تتسرب إلى كل ما أفعله، وكل ما أقوله، أشعر أنني مرخيّ الأوتار، لم تعد هناك قوة شد.. لقد ارتخى وتر القوس الذي اعتاد أن يكون مشدودًا.,1
